ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,GXCAN15,DCDC48V,LPTC,BMS,Tester,APM,HPC_ETH,LPDP,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
201h,L_LPTC_HearBeat_Status,0,cyclicX,0,3,2,L_LPTC_StateReport_OVRTEMP,State of LPTC board temperature,2,0,,m,u,,,s,,,,,,0..3,,"0: NO_FAULT, 1: OVRTEMP_THRESH1_WARNING, 2: OVRTEMP_THRESH2_WARNING, 3: OVRTEMP_THRESH3_FAULT",,
201h,L_LPTC_HearBeat_Status,0,cyclicX,0,3,6,L_LPTC_ESB_state,ESB NC/NO states,2,0,,m,u,,,s,,,,r,,0..3,,"1: ESB Not Present, 2: ESB PRESSED",,
201h,L_LPTC_HearBeat_Status,0,cyclicX,0,3,6,L_LPTC_ESB_state,ESB NC/NO states,2,0,,m,u,,,s,,,,r,,0..3,,"1: ESB Not Present, 2: ESB PRESSED",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,0,L_LT_Operation_Mode,Operating mode of LPTC thermal loop,3,0,,m,u,,,s,,,,r,,0..7,,"0: OFF_MODE, 1: ACTIVE_MODE, 2: 100PCT_ON_MODE, 3: LTH_FAULT, 4: LTH_CMD_OVERRIDE_MODE",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,0,L_LT_Operation_Mode,Operating mode of LPTC thermal loop,3,0,,m,u,,,s,,,,r,,0..7,,"0: OFF_MODE, 1: ACTIVE_MODE, 2: 100PCT_ON_MODE, 3: LTH_FAULT, 4: LTH_CMD_OVERRIDE_MODE",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,0,L_LT_Operation_Mode,Operating mode of LPTC thermal loop,3,0,,m,u,,,s,,,,r,,0..7,,"0: OFF_MODE, 1: ACTIVE_MODE, 2: 100PCT_ON_MODE, 3: LTH_FAULT, 4: LTH_CMD_OVERRIDE_MODE",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,0,L_LT_Operation_Mode,Operating mode of LPTC thermal loop,3,0,,m,u,,,s,,,,r,,0..7,,"0: OFF_MODE, 1: ACTIVE_MODE, 2: 100PCT_ON_MODE, 3: LTH_FAULT, 4: LTH_CMD_OVERRIDE_MODE",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,0,L_LT_Operation_Mode,Operating mode of LPTC thermal loop,3,0,,m,u,,,s,,,,r,,0..7,,"0: OFF_MODE, 1: ACTIVE_MODE, 2: 100PCT_ON_MODE, 3: LTH_FAULT, 4: LTH_CMD_OVERRIDE_MODE",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,1,3,L_Selected_LT_Ctrl_Temp,Selected ID for LT_Ctrl_Temp loop,5,0,,m,u,,,s,,,,r,,0..31,,"0: HPC_CPU1_Temp, 1: HPC_CPU2_Temp, 2: HPC_GPUC_Temp, 3: JBOG1_GPU1_Temp, 4: JBOG1_GPU2_Temp, 5: JBOG1_GPU3_Temp, 6: JBOG1_GPU4_Temp, 7: JBOG1_OSS_Temp, 8: JBOG1_T4_Temp, 9: JBOG2_GPU5_Temp, 10: JBOG2_GPU6_Temp, 11: JBOG2_GPU7_Temp, 12: JBOG2_GPU8_Temp, 13: JBOG2_OSS_Temp, 14: JBOG2_T4_Temp, 15: APM1_Temp, 16: DCDC_Temp, 31: Custom_Equation",,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,2,0,LT_Ctrl_Temp,value of LT_Ctrl_Temp in control loop,8,0,,m,u,,,s,,,,r,,0..255,°C,,,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,3,0,LT_Pump_Cmd_Mon,Monitor for Pump commanded duty,8,0,,m,u,,,s,,,,r,,0..255,%,,,
202h,L_LPTC_Thermal_Status,0,cyclicX,0,4,0,LT_Fan_Cmd_Mon,Monitor for Fan commanded duty,8,0,,m,u,,,s,,,,r,,0..255,%,,,
203h,L_LPTC_Thermal_Override,0,cyclicX,0,1,0,LT_Pump_Cmd,Override Pump commanded duty,8,0,,m,u,,,r,,s,,,,0..255,%,,,
203h,L_LPTC_Thermal_Override,0,cyclicX,0,2,0,LT_Fan_Cmd,Override Fan commanded duty,8,0,,m,u,,,r,,s,,,,0..255,%,,,
203h,L_LPTC_Thermal_Override,0,cyclicX,0,3,0,LT_Ctrl_Override_Manual,"When set, Thermal control follows override commands",1,0,,m,u,,,r,,s,,,,0..1,,,,
205h,L_LPTC_HPC_Off_Cmd,0,cyclicX,0,1,0,LPTC_HPC_OFFcmd,"when set, HPC shall start self shutoff",1,0,,m,u,,,s,,,,r,,0..1,,,,
234h,HCP_APM_Command,0,cyclicX,0,1,0,APM_VdcLvSetP,Low side voltage Setpoint,8,0.0000,,i,u,,,s,,,r,,,0..255,0.0625  V,255: SNA,,
234h,HCP_APM_Command,0,cyclicX,0,2,0,APM_IdcHvSetP,High  side current Setpoint,8,0,,i,u,,,s,,,r,,,0..255,Amp,255: SNA,,
234h,HCP_APM_Command,0,cyclicX,0,3,7,APM_VdcLvAct,System actual voltage,9,0.00,,m,u,,,s,,,r,,,0..511,0.04  V,511: SNA,,
234h,HCP_APM_Command,0,cyclicX,0,5,7,APM_VdcHvSetP,High side voltage set point,9,0,,m,u,,,s,,,r,,,0..511,V,511: SNA,,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,1,APM_OperModeEnable,APM Operation Mode  Enable,4,0,,i,u,,,s,,,r,,,0..15,,"0: Default, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Off, 15: SNA",,
234h,HCP_APM_Command,0,cyclicX,0,7,7,APM_IdcLvSetP,Low side current Setpoint,9,0,,m,u,,,s,,,r,,,0..511,Amp,511: SNA,,
235h,APM_01,0,cyclicX,0,1,4,APM_VdcLvFdbk,Low side voltage feedback,12,0.000,,m,u,,,r,,,s,,,0..4095,0.005  V,4095: SNA,,
235h,APM_01,0,cyclicX,0,3,4,APM_VdcHvFdbk,High side  voltage feedback,12,0.000,,m,u,,,r,,,s,,,0..4095,0.125  V,4095: SNA,,
235h,APM_01,0,cyclicX,0,5,4,APM_IdcLvFdbk,Low side current feedback,12,-0.05,,m,u,,,r,,,s,,,-299..299.5,0.15  Amp,4095: SNA,,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,5,4,APM_OperModeStatus,APM Operation  mode  Status,4,0,,i,u,,,r,,,s,,,0..15,,"0: IDLE, 1: Buck_CV, 2: Buck_CC, 3: Buck_CP, 4: Buck_Special, 5: Boost, 6: Precharge, 7: Discharge, 8: Failure, 15: SNA",,
235h,APM_01,0,cyclicX,0,7,4,APM_IdcHvFdbk,High side current feedback,12,0.0,,m,u,,,r,,,s,,,-149..150,0.1  Amp,4095: SNA,,
250h,L_DCDC_BusVoltage,0,cyclicX,0,1,0,L_DCDC_HV_PostContact_V,,16,0,,m,u,,s,r,,,,,,0..0,,,,
250h,L_DCDC_BusVoltage,0,cyclicX,0,3,0,L_DCDC_HV_PreContact_V,DCDC HV Pre contactor,16,0,,m,u,,s,r,,,,,,0..0,,,,
250h,L_DCDC_BusVoltage,0,cyclicX,0,5,0,L_DCDC_LVOut_V,DCDC LV out,16,0,,m,u,,s,r,,,,,,0..0,,,,
250h,L_DCDC_BusVoltage,0,cyclicX,0,7,0,L_DCDC_KL30_V,voltage on KL30 of Lyft DCDC,16,0,,m,u,,s,r,,,,,,0..0,,,,
251h,L_DCDC_BusCurrent,0,cyclicX,0,1,0,L_DCDC_LV_BusCurrent_I,,16,0,,m,u,,s,r,,,,,,0..0,,,,
251h,L_DCDC_BusCurrent,0,cyclicX,0,3,0,L_DCDC_HV_BusCurrent_I,,16,0,,m,u,,s,r,,,,,,0..0,,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,1,0,L_DCDC_LV_Mod1Current_I,,9,0.0,,m,u,,s,r,,,,,,0..51,0.1  A,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,2,1,L_DCDC_HV_Mod1Current_I,,7,0.0,,m,u,,s,r,,,,,,0..12.6,0.1  A,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,3,0,L_DCDC_LV_Mod2Current_I,,9,0.0,,m,u,,s,r,,,,,,0..51,0.1  A,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,4,1,L_DCDC_HV_Mod2Current_I,,7,0.0,,m,u,,s,r,,,,,,0..12.6,0.1  A,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,5,0,L_DCDC_LV_Mod3Current_I,,9,0.0,,m,u,,s,r,,,,,,0..51,0.1  A,,,
252h,L_DCDC_ModuleVI,0,cyclicX,0,6,1,L_DCDC_HV_Mod3Current_I,,7,0.0,,m,u,,s,r,,,,,,0..12.6,0.1  A,,,
